Cust_ID,Comment,Target,Service_flag,CustType_flag,Contact_flag,new_flag,Choice_flag,Loyal_Status,Comp_card_flag,AcctType_flag,Contact_Flag2,HQ_flag,Multi_flag,NewCust_Flag
272,price                                                                                                                                                                                                                                                                                                       .showers/rewards                                                                                                                                                                                                                                                                                             .price                                                                                                                                                                                                                                                                                                       .,0,2,2,1,1,1,1,0,0,0,0,0,0
273,price                                                                                                                                                                                                                                                                                                       .food                                                                                                                                                                                                                                                                                                        .rep                                                                                                                                                                                                                                                                                                         .,0,2,2,1,1,1,1,0,0,0,0,0,0
275,more parking                                                                                                                                                                                                                                                                                                .they send you the points                                                                                                                                                                                                                                                                                    .they lie                                                                                                                                                                                                                                                                                                    .they change their program,0,1,2,1,1,2,3,0,0,0,0,0,0
276,points and shower also has restaurant                                                                                                                                                                                                                                                                       .I can use the point anytime also I have free faxs                                                                                                                                                                                                                                                           .the people and prices service                                                                                                                                                                                                                                                                               .they don’t handle cards at the stops,0,1,1,1,2,1,1,0,0,0,0,0,0
277,"parking, large lot                                                                                                                                                                                                                                                                                          .rewards                                                                                                                                                                                                                                                                                                     .parking                                                                                                                                                                                                                                                                                                     .rewards",0,2,1,1,2,1,3,0,0,0,0,0,0
278,I have TCH                                                                                                                                                                                                                                                                                                  .for meals                                                                                                                                                                                                                                                                                                   .no restraunts                                                                                                                                                                                                                                                                                               .,0,2,1,1,2,1,1,0,0,0,0,0,0
279,.can because on any thing in step                                                                                                                                                                                                                                                                            .not friendly                                                                                                                                                                                                                                                                                                .,1,1,1,1,2,1,1,0,0,0,0,0,0
28,idle air - restaurrant                                                                                                                                                                                                                                                                                      .                                                                                                                                                                                                                                                                                                            .                                                                                                                                                                                                                                                                                                            .,0,2,1,1,2,1,1,0,0,0,0,0,0
280,food                                                                                                                                                                                                                                                                                                        .double points                                                                                                                                                                                                                                                                                               .?                                                                                                                                                                                                                                                                                                           .take points away,1,1,1,1,2,1,1,0,0,0,1,0,0
281,friendly staff                                                                                                                                                                                                                                                                                              .unlimited showers drinks - refills                                                                                                                                                                                                                                                                          .                                                                                                                                                                                                                                                                                                            .nothing for free,1,1,1,1,2,1,1,0,0,0,0,0,0
283,clean and quick ? Big showers                                                                                                                                                                                                                                                                               .up to date                                                                                                                                                                                                                                                                                                  .bad                                                                                                                                                                                                                                                                                                         .,1,1,1,1,2,2,1,0,0,0,1,0,0
284,"parking, food                                                                                                                                                                                                                                                                                               .coupons mailed to me monthly                                                                                                                                                                                                                                                                                .lack of parking                                                                                                                                                                                                                                                                                             .no comment",0,2,1,1,2,1,2,0,0,0,0,0,0
285,it’s a truck stop not a productx stop                                                                                                                                                                                                                                                                       .                                                                                                                                                                                                                                                                                                            .it’s a productx stop only not enough customer ammenities                                                                                                                                                                                                                                                    .,0,1,2,2,2,1,1,0,0,0,0,0,0
286,quick                                                                                                                                                                                                                                                                                                       .the fact you can use the points on any purchase and food                                                                                                                                                                                                                                                    .                                                                                                                                                                                                                                                                                                            .don’t like the cards you get in the mail.  Too difficult to keep up with,1,2,1,2,1,1,1,0,0,0,0,0,0
287,many around                                                                                                                                                                                                                                                                                                 .easy                                                                                                                                                                                                                                                                                                        .long lines                                                                                                                                                                                                                                                                                                  .hard to use,1,2,1,1,2,1,1,0,0,0,0,0,0
288,close to ?                                                                                                                                                                                                                                                                                                  .only place I buy productx                                                                                                                                                                                                                                                                                   .run down                                                                                                                                                                                                                                                                                                    .not enough points,1,2,1,1,2,1,1,0,0,0,0,0,0
289,only compy                                                                                                                                                                                                                                                                                                  .only productx compys                                                                                                                                                                                                                                                                                        .food                                                                                                                                                                                                                                                                                                        .it’s a compT,0,2,1,2,2,2,1,0,0,0,0,0,0
29,free showers and good service                                                                                                                                                                                                                                                                               .platinum program                                                                                                                                                                                                                                                                                            .bad service                                                                                                                                                                                                                                                                                                 .points lost,1,1,1,1,1,1,1,0,0,0,0,0,0
290,friendlier people                                                                                                                                                                                                                                                                                           .the points and showers                                                                                                                                                                                                                                                                                      .bad showers                                                                                                                                                                                                                                                                                                 .have had problems getting all my points,1,2,1,1,2,2,3,0,0,0,0,0,0
291,buffet restraunt                                                                                                                                                                                                                                                                                            .some months are double points added for productx purchase                                                                                                                                                                                                                                                   .no discount on productx purchase                                                                                                                                                                                                                                                                            .cause all you receive is coupons by mail,0,1,1,1,2,2,1,0,0,0,0,0,0
292,free coffee                                                                                                                                                                                                                                                                                                 .double points                                                                                                                                                                                                                                                                                               .coffee too high                                                                                                                                                                                                                                                                                             .have to get coupon,1,2,1,2,2,2,1,0,0,0,0,0,0
293,"plenty of parking and full service restaurants and truck services and free coffee                                                                                                                                                                                                                           .showers never expire, double points for shop work free faxes and copies                                                                                                                                                                                                                                     .tight, rude people, filthy restrooms                                                                                                                                                                                                                                                                        .showers expire",0,2,2,1,1,1,3,0,0,0,0,0,0
294,shower                                                                                                                                                                                                                                                                                                      .shower                                                                                                                                                                                                                                                                                                      .                                                                                                                                                                                                                                                                                                            .,0,2,1,2,2,2,2,0,0,0,0,0,0
295,ULSD productx almost all shopstops have                                                                                                                                                                                                                                                                     .reward points.  Unlimited drinks.  Unlimited showers                                                                                                                                                                                                                                                        .most compys are hard to get in and out off and no parking                                                                                                                                                                                                                                                   .have to wait for coupons cant use coupon in store,1,2,1,1,1,1,1,0,0,0,0,0,0
297,parking                                                                                                                                                                                                                                                                                                     .                                                                                                                                                                                                                                                                                                            .compy no space to park                                                                                                                                                                                                                                                                                      .,0,1,2,2,2,1,1,0,0,0,0,0,0
299,points and showers                                                                                                                                                                                                                                                                                          .unlimited drinks and showers                                                                                                                                                                                                                                                                                .attitude of employees                                                                                                                                                                                                                                                                                       .all of it,1,1,2,2,2,1,1,0,0,0,0,0,0
3,free coffee                                                                                                                                                                                                                                                                                                 .can used at shop as well                                                                                                                                                                                                                                                                                    .hard to get in and out at times                                                                                                                                                                                                                                                                             .just used at that rest at land,0,2,2,1,2,1,3,0,0,0,0,0,0
30,cleanliness and product selection                                                                                                                                                                                                                                                                           .showers                                                                                                                                                                                                                                                                                                     .high prices                                                                                                                                                                                                                                                                                                 .,0,1,2,1,2,1,3,0,0,0,0,0,0
300,productxing convenience                                                                                                                                                                                                                                                                                     .merchandise purchasing                                                                                                                                                                                                                                                                                      .no loyalty card                                                                                                                                                                                                                                                                                             .competitor compx - cant use card instantly,1,1,1,2,2,1,1,0,0,0,0,0,0
301,"sit down restraunt, parking                                                                                                                                                                                                                                                                                 .24 times points                                                                                                                                                                                                                                                                                             .comdata and merger with compy                                                                                                                                                                                                                                                                               .I never get any points",0,2,2,1,2,1,1,0,0,0,0,0,0
303,.ease of cashing in points for store and restaurant                                                                                                                                                                                                                                                          .                                                                                                                                                                                                                                                                                                            .have to wait for points to be mailed to you,0,2,2,1,2,2,1,0,0,0,0,0,0
304,"price, local, clean                                                                                                                                                                                                                                                                                         .unlimited showers for purchases                                                                                                                                                                                                                                                                             .dirty, slow                                                                                                                                                                                                                                                                                                 .showers expire in 72 hours",1,1,2,1,2,1,1,0,0,0,0,0,0
307,not walking in to pay for productx                                                                                                                                                                                                                                                                          .easy to use                                                                                                                                                                                                                                                                                                 .dirty                                                                                                                                                                                                                                                                                                       .not enough points,1,1,1,2,2,1,1,0,0,0,0,0,0
308,price                                                                                                                                                                                                                                                                                                       .                                                                                                                                                                                                                                                                                                            .price                                                                                                                                                                                                                                                                                                       .,0,2,1,1,2,1,1,0,0,0,0,0,0
309,cheaper productx we like the coffee                                                                                                                                                                                                                                                                         .platinum service for showers and coffee                                                                                                                                                                                                                                                                     .                                                                                                                                                                                                                                                                                                            .,1,1,1,1,2,2,1,0,0,1,0,0,0
310,"good prices, easy access                                                                                                                                                                                                                                                                                    .showers and free drinks                                                                                                                                                                                                                                                                                     .high prices                                                                                                                                                                                                                                                                                                 .",1,1,2,2,2,1,1,0,0,0,0,0,0
311,cleaner and faster                                                                                                                                                                                                                                                                                          .more benefits                                                                                                                                                                                                                                                                                               .dirty                                                                                                                                                                                                                                                                                                       .no points values,1,1,2,1,2,1,1,0,0,0,0,0,0
312,1. cash price for productx.  2. more showers.  3. restaurant                                                                                                                                                                                                                                                .points on all transactions with card                                                                                                                                                                                                                                                                        .bad experience                                                                                                                                                                                                                                                                                              .,0,2,2,2,2,1,3,0,0,0,0,0,0
313,showers - chesters chicken                                                                                                                                                                                                                                                                                  .                                                                                                                                                                                                                                                                                                            .parking                                                                                                                                                                                                                                                                                                     .,0,1,2,1,2,1,1,0,0,0,0,0,0
314,it just is                                                                                                                                                                                                                                                                                                  .it just is                                                                                                                                                                                                                                                                                                  .it don’t                                                                                                                                                                                                                                                                                                    .it not,1,1,1,1,2,1,1,0,0,0,0,0,0
315,fast                                                                                                                                                                                                                                                                                                        .                                                                                                                                                                                                                                                                                                            .people                                                                                                                                                                                                                                                                                                      .,1,2,1,2,2,1,1,0,0,0,0,0,0
316,convenience                                                                                                                                                                                                                                                                                                 .all /every thing in store/not food compx                                                                                                                                                                                                                                                                    .compx                                                                                                                                                                                                                                                                                                       .food only,1,2,2,1,2,1,1,0,0,0,0,0,0
317,clean facilities - showers                                                                                                                                                                                                                                                                                  .                                                                                                                                                                                                                                                                                                            .dirty stores - indifferent attendants                                                                                                                                                                                                                                                                       .,0,2,1,1,2,1,3,0,0,0,0,0,0
319,it just seems to come up when I need productx                                                                                                                                                                                                                                                               .coupons for food and accessories                                                                                                                                                                                                                                                                            .convenience                                                                                                                                                                                                                                                                                                 .cant use points except online,0,1,2,1,2,1,3,0,0,0,0,0,0
32,clean                                                                                                                                                                                                                                                                                                       .points                                                                                                                                                                                                                                                                                                      .dirty                                                                                                                                                                                                                                                                                                       .less points,1,2,2,2,2,1,2,0,0,0,0,0,0
322,showers                                                                                                                                                                                                                                                                                                     .on any product                                                                                                                                                                                                                                                                                              .no comdata cards                                                                                                                                                                                                                                                                                            .send in,1,2,1,2,2,1,1,0,0,0,0,0,0
323,"give me points and free refills on mug and give discount on comdata and no fee                                                                                                                                                                                                                              .they also put drink on card so if I productx at night I can get shower at night and coffee in the morning                                                                                                                                                                                                   .most expensive productx                                                                                                                                                                                                                                                                                     .got a get a coupon for $5 then use all at once, point expire",1,2,2,1,2,1,1,0,0,0,0,0,0
324,handy easy access                                                                                                                                                                                                                                                                                           .you can cash in without hassel                                                                                                                                                                                                                                                                              .hard to get in higher prices                                                                                                                                                                                                                                                                                .you have to run them through a machine then get a coupon a carry it back and go through 2 or 3 other things to get it cashed in,1,1,2,1,2,1,1,0,0,0,0,0,0
